loan_id,member_id,loan_type,original_amount,interest_rate,term_months,origination_date,loan_status
LN-0000330,MBR-000067,Personal Loan,23559.93,15.62,12,2020-04-29,Current
LN-0000331,MBR-000847,Student Loan,78796.02,15.02,120,2019-01-27,Paid Off
LN-0000332,MBR-001015,Credit Card,1377.98,,0,2023-01-20,Current
LN-0000333,MBR-000165,Personal Loan,5656.44,16.36,12,2021-11-03,Delinquent
LN-0000334,MBR-000379,Personal Loan,12012.11,7.18,36,2022-03-24,Current
LN-0000335,MBR-001154,Auto Loan,33285.27,17.69,36,2024-01-21,Current
LN-0000336,MBR-000666,Auto Loan,16907.6,8.57,60,2019-03-22,Delinquent
LN-0000337,MBR-000324,Student Loan,41994.22,11.34,120,2019-10-18,Paid Off
LN-0000338,MBR-000098,Auto Loan,52027.03,15.35,36,2019-05-29,Default
LN-0000339,MBR-000352,Personal Loan,4988.91,12.85,36,2020-04-21,Current
LN-0000340,MBR-000048,Personal Loan,1013.69,15.96,48,2021-05-19,Delinquent
LN-0000341,MBR-000846,Credit Card,814.66,4.15,0,2019-02-28,Current
LN-0000342,MBR-000382,Credit Card,13609.72,14.76,0,2020-09-02,Current
LN-0000343,MBR-001198,Auto Loan,-59228.88,8.55,48,2020-10-09,Current
LN-0000344,MBR-000084,Auto Loan,29331.65,12.95,60,2021-11-10,Default
LN-0000345,MBR-000692,Auto Loan,53384.23,13.4,36,2020-07-14,Default
LN-0000346,MBR-000584,Home Equity,43100.42,6.31,60,2020-02-29,Default
LN-0000347,MBR-000874,Auto Loan,54275.21,3.89,48,2019-05-17,Current
LN-0000348,MBR-000332,Credit Card,1334.22,14.81,0,2021-07-06,Paid Off
LN-0000349,MBR-000242,Auto Loan,63117.91,9.32,36,2023-05-25,Current
LN-0000350,MBR-000031,Personal Loan,15287.14,16.07,12,2024-05-08,Current
LN-0000351,MBR-000272,Auto Loan,33441.3,13.69,36,2023-05-27,Current
LN-0000352,MBR-000562,Personal Loan,4627.47,15.87,48,2020-10-28,Current
LN-0000353,MBR-000872,Auto Loan,54093.14,6.81,36,2024-05-28,Current
LN-0000354,MBR-000646,credit card,4421.99,6.27,0,2018-09-15,Current
LN-0000355,MBR-000193,Auto Loan,49028.33,5.52,36,2021-05-11,Current
LN-0000356,MBR-000945,Mortgage,176543.48,5.72,180,2022-03-14,Delinquent
LN-0000357,MBR-001028,Mortgage,342032.51,4.14,360,2021-08-09,Delinquent
LN-0000358,MBR-000016,Personal Loan,14025.56,10.64,48,2023-07-12,Current
LN-0000359,MBR-000481,Credit Card,9039.22,17.8,0,2021-12-22,Current
LN-0000360,MBR-000957,Home Equity,104844.14,17.42,120,2018-08-23,Paid Off
LN-0000361,MBR-001080,Mortgage,386930.66,5.44,240,2022-11-26,Delinquent
LN-0000362,MBR-001041,Auto Loan,35488.54,13.05,48,2022-01-24,Current
LN-0000363,MBR-000765,Auto Loan,41379.33,5.95,48,2019-12-09,Current
LN-0000364,MBR-000723,Home Equity,104597.91,12.72,60,2021-05-13,Current
LN-0000365,MBR-000370,Mortgage,113536.68,7.26,180,2020-10-03,Paid Off
LN-0000366,MBR-000024,Credit Card,9279.53,13.0,0,2019-11-29,Default
LN-0000367,MBR-000538,Student Loan,71889.13,15.51,120,2024-07-06,Current
LN-0000368,MBR-000081,Auto Loan,21201.16,4.59,36,2024-06-12,Current
LN-0000369,MBR-000276,Auto Loan,55672.17,4.86,48,2022-04-15,Default
LN-0000370,MBR-001084,Auto Loan,35693.65,4.04,72,2021-02-24,Current
LN-0000371,MBR-000113,Personal Loan,11462.23,5.38,36,2020-06-13,Delinquent
LN-0000372,MBR-000667,Auto Loan,17887.46,7.43,36,2022-12-27,Delinquent
LN-0000373,MBR-000422,Student Loan,71454.43,14.9,120,2018-02-20,Current
LN-0000374,MBR-000892,Auto Loan,61505.4,13.87,72,2021-11-30,Current
LN-0000375,MBR-000942,Auto Loan,34782.5,16.47,60,2023-05-07,Paid Off
LN-0000376,MBR-000427,Credit Card,9263.87,6.11,0,2021-02-10,Default
LN-0000377,MBR-000205,Mortgage,243310.71,7.49,240,2024-05-01,Current
LN-0000378,MBR-000588,Mortgage,244759.64,4.2,240,2018-11-15,Delinquent
LN-0000379,MBR-000687,Credit Card,7764.26,9.14,0,2023-01-12,Current
LN-0000380,MBR-001098,Personal Loan,6409.47,15.71,24,2022-09-09,Current
LN-0000381,MBR-001057,Personal Loan,17946.35,4.42,12,2018-01-14,Current
LN-0000382,MBR-000641,Personal Loan,23646.56,6.03,48,2021-02-14,Current
LN-0000383,MBR-000067,Mortgage,161538.57,5.4,240,2022-10-17,Current
LN-0000384,MBR-000193,Auto Loan,33969.81,17.36,60,2021-02-03,Current
LN-0000385,MBR-000925,Credit Card,14463.77,8.6,0,2020-11-16,Paid Off
LN-0000386,MBR-000479,Personal Loan,23190.79,16.57,12,2022-02-15,Delinquent
LN-0000387,MBR-001060,Home Equity,92119.21,17.11,60,2023-01-29,Current
LN-0000388,MBR-001059,Personal Loan,1984.23,10.09,48,2018-03-25,Current
LN-0000389,MBR-000069,Personal Loan,1876.12,13.74,48,2020-12-29,Paid Off
LN-0000390,MBR-000990,Mortgage,326372.6,3.1,240,2023-04-14,Delinquent
LN-0000391,MBR-000375,Home Equity,71785.01,16.37,120,2024-06-11,Current
LN-0000392,MBR-000926,Mortgage,267614.68,4.48,360,2021-09-11,Delinquent
LN-0000393,MBR-000421,Mortgage,155609.62,6.06,180,2023-10-11,Delinquent
LN-0000394,MBR-000819,Auto Loan,56098.57,15.08,60,2018-03-31,Default
LN-0000395,MBR-000242,Home Equity,22922.17,12.89,180,2022-09-27,Delinquent
LN-0000396,MBR-000907,Auto Loan,30272.99,6.21,36,2018-10-13,Current
LN-0000397,MBR-000031,Personal Loan,23644.13,11.91,24,2023-09-16,Default
LN-0000398,MBR-000328,Personal Loan,14484.45,9.57,36,2020-04-15,Delinquent
LN-0000399,MBR-000013,Mortgage,384272.66,4.39,240,2019-12-04,Current
LN-0000400,MBR-001097,Home Equity,104757.25,17.6,60,2020-08-30,Paid Off
LN-0000401,MBR-000040,Auto Loan,28451.17,11.7,72,2023-01-16,Current
LN-0000402,MBR-001104,Personal Loan,1047.8,7.25,24,2021-01-17,Current
LN-0000403,MBR-000503,Credit Card,10611.93,14.85,0,2023-03-24,Delinquent
LN-0000404,MBR-000012,Personal Loan,10045.72,12.79,24,2019-04-12,Current
LN-0000405,MBR-000107,Auto Loan,-45078.01,7.16,48,2023-09-25,Current
LN-0000406,MBR-000235,Personal Loan,23485.98,17.67,48,2021-05-07,Current
LN-0000407,MBR-001105,Auto Loan,44515.45,16.06,36,2023-02-04,Current
LN-0000408,MBR-001127,Auto Loan,57596.77,7.79,60,2023-11-27,Current
LN-0000409,MBR-000302,Mortgage,324115.3,7.35,360,2020-01-24,Current
LN-0000410,MBR-001106,Auto Loan,61412.38,13.44,72,2019-03-28,Current
LN-0000411,MBR-000068,Mortgage,391048.61,4.08,180,2023-02-12,Current
LN-0000412,MBR-000399,Home Equity,134119.03,7.57,60,2021-08-28,Delinquent
LN-0000413,MBR-000685,Student Loan,56035.01,16.19,120,2018-11-29,Current
LN-0000414,MBR-000293,Auto Loan,45484.88,8.92,72,2024-09-09,Current
LN-0000415,MBR-000940,Personal Loan,1214.92,11.49,36,2024-05-23,Current
LN-0000416,MBR-000772,Mortgage,246077.95,3.59,240,2020-09-19,Current
LN-0000417,MBR-000087,Personal Loan,6335.34,14.58,36,2023-08-16,Delinquent
LN-0000418,MBR-000571,Home Equity,146071.14,16.17,180,2021-01-19,Default
LN-0000419,MBR-001168,Personal Loan,12961.91,11.01,36,2022-06-27,Current
LN-0000420,MBR-000079,Personal Loan,20363.13,12.26,48,2021-03-08,Current
LN-0000421,MBR-000993,Student Loan,69148.96,13.17,120,2019-07-07,Delinquent
LN-0000422,MBR-000378,Auto Loan,31411.55,12.49,36,2022-04-22,Current
LN-0000423,MBR-001195,Personal Loan,5539.45,8.5,24,2024-08-05,Paid Off
LN-0000424,MBR-000442,Personal Loan,14268.3,10.42,48,2024-03-27,Current
LN-0000425,MBR-000889,Auto Loan,14920.83,7.19,48,2018-07-20,Current
LN-0000426,MBR-000506,Auto Loan,19408.1,11.15,48,2024-09-21,Current
LN-0000427,MBR-000137,Auto Loan,10831.21,17.69,72,2022-06-22,Current
LN-0000428,MBR-000625,Home Equity,104280.22,,120,2024-04-29,Current
LN-0000429,MBR-001178,Personal Loan,4655.34,12.72,48,2019-06-27,Current
LN-0000430,MBR-000786,Auto Loan,50310.12,13.17,48,2021-04-30,Paid Off
LN-0000431,MBR-000114,Mortgage,166406.93,6.74,180,2024-05-24,Paid Off
LN-0000432,MBR-000210,Mortgage,176576.95,7.08,240,2019-05-28,Paid Off
LN-0000433,MBR-000070,Mortgage,397203.41,4.81,180,2018-01-18,Current
LN-0000434,MBR-000919,Mortgage,231344.85,7.21,240,2024-05-31,Current
LN-0000435,MBR-000595,Credit Card,597.55,7.09,0,2023-07-04,Current
LN-0000436,MBR-000398,Personal Loan,15848.15,15.83,12,2018-02-22,Current
LN-0000437,MBR-001017,Student Loan,31220.89,6.77,120,2024-06-15,Delinquent
LN-0000438,MBR-001196,Mortgage,106263.58,3.89,240,2020-03-03,Current
LN-0000439,MBR-000602,Credit Card,5002.38,15.78,0,2024-03-02,Current
LN-0000440,MBR-001095,Personal Loan,4088.1,6.77,12,2018-01-22,Delinquent
LN-0000441,MBR-000147,Credit Card,9633.19,17.67,0,2019-01-03,Current
LN-0000442,MBR-000711,Auto Loan,28045.49,6.29,60,2018-06-01,Current
LN-0000443,MBR-000706,Personal Loan,18807.7,14.07,12,2021-08-07,Paid Off
LN-0000444,MBR-000804,Home Equity,48598.31,,120,2018-07-12,Current
LN-0000445,MBR-000504,Credit Card,12116.81,,0,2021-06-30,Current
LN-0000446,MBR-001119,Auto Loan,12641.79,11.32,48,2024-08-07,Current
LN-0000447,MBR-000082,Auto Loan,29189.56,,72,2021-02-15,Current
LN-0000448,MBR-001107,Auto Loan,30329.3,5.78,60,2019-01-06,Paid Off
LN-0000449,MBR-000424,Credit Card,10974.44,8.47,0,2019-06-26,Current
LN-0000450,MBR-000540,Credit Card,7795.49,10.85,0,2022-11-05,Current
LN-0000451,MBR-000088,Mortgage,95179.72,6.06,180,2024-09-21,Delinquent
LN-0000452,MBR-000578,Credit Card,1643.48,6.4,0,2022-05-16,Current
LN-0000453,MBR-001149,Auto Loan,17291.53,9.29,48,2019-05-04,Current
LN-0000454,MBR-000326,Auto Loan,25871.75,12.21,72,2018-01-29,Current
LN-0000455,MBR-000984,Home Equity,144408.3,4.32,180,2019-07-18,Paid Off
LN-0000456,MBR-000593,Personal Loan,2762.29,12.46,36,2020-09-25,Current
LN-0000457,MBR-000836,Auto Loan,31224.38,7.1,72,2018-01-12,Current
LN-0000458,MBR-001095,Personal Loan,4113.76,10.55,48,2018-01-25,Current
LN-0000459,MBR-000107,Personal Loan,1996.72,9.24,48,2018-02-04,Current
LN-0000460,MBR-000879,Auto Loan,8456.81,11.4,36,2018-02-14,Default
LN-0000461,MBR-000121,Credit Card,3940.24,3.92,0,2019-07-09,Current
LN-0000462,MBR-000943,Credit Card,8742.14,13.59,0,2020-08-05,Default
LN-0000463,MBR-000086,Auto Loan,48846.65,9.74,48,2023-03-14,Current
LN-0000464,MBR-000659,Auto Loan,23581.2,12.64,48,2018-06-29,Current
LN-0000465,MBR-000585,Student Loan,21884.68,4.81,240,2018-03-08,Current
LN-0000466,MBR-000718,Mortgage,184855.61,6.78,240,2021-09-14,Current
LN-0000467,MBR-000760,Auto Loan,36119.44,10.68,60,2022-07-27,Current
LN-0000468,MBR-000861,Credit Card,4989.16,9.63,0,2018-02-12,Current
LN-0000469,MBR-000832,Auto Loan,19214.2,15.1,36,2022-02-08,Current
LN-0000470,MBR-000009,Auto Loan,21132.77,14.02,36,2022-09-30,Current
LN-0000471,MBR-000902,Mortgage,218165.28,3.81,240,2018-11-04,Current
LN-0000472,MBR-000116,Home Equity,145764.94,14.11,120,2020-05-25,Current
LN-0000473,MBR-000958,Mortgage,198147.62,5.07,360,2018-11-24,Delinquent
LN-0000474,MBR-000891,Student Loan,75254.71,15.79,180,2024-07-06,Current
LN-0000475,MBR-000399,Credit Card,-10845.5,10.68,0,2022-06-10,Current
LN-0000476,MBR-000381,Student Loan,79536.52,,180,2018-12-30,Current
LN-0000477,MBR-001155,Auto Loan,9455.41,8.72,72,2020-09-17,Current
LN-0000478,MBR-000982,Auto Loan,46908.9,6.55,72,2021-03-30,Current
LN-0000479,MBR-000492,Credit Card,12324.42,17.05,0,2022-03-21,Current
LN-0000480,MBR-000970,Student Loan,51646.21,13.78,120,2024-01-01,Default
LN-0000481,MBR-000374,Auto Loan,13353.48,13.49,36,2018-09-25,Current
LN-0000482,MBR-000572,Auto Loan,20107.82,7.81,36,2024-10-12,Current
LN-0000483,MBR-000990,Personal Loan,8705.97,4.72,36,2021-11-02,Current
LN-0000484,MBR-000894,Mortgage,-305460.17,3.31,360,2020-06-24,Current
LN-0000485,MBR-000504,Auto Loan,16819.35,14.72,72,2019-09-09,Paid Off
LN-0000486,MBR-000155,Personal Loan,18423.44,13.65,12,2022-06-20,Current
LN-0000487,MBR-000908,Auto Loan,39835.17,4.26,72,2018-05-22,Current
LN-0000488,MBR-000278,Mortgage,111381.31,6.71,360,2023-04-22,Delinquent
LN-0000489,MBR-000554,Auto Loan,44936.21,9.8,60,2023-09-05,Current
LN-0000490,MBR-000005,Credit Card,6730.65,5.82,0,2020-09-30,Delinquent
LN-0000491,MBR-000827,Credit Card,12034.22,17.22,0,2021-03-04,Current
LN-0000492,MBR-000428,Auto Loan,60742.76,17.72,72,2024-06-10,Default
LN-0000493,MBR-000159,Auto Loan,60092.0,10.84,36,2024-08-10,Delinquent
LN-0000494,MBR-000578,Mortgage,376161.21,3.93,240,2022-11-23,Current
LN-0000495,MBR-000527,Credit Card,1970.72,4.96,0,2019-03-04,Current
LN-0000496,MBR-000034,Auto Loan,12174.35,13.43,72,2019-11-01,Current
LN-0000497,MBR-000623,Student Loan,27512.84,15.49,240,2019-10-24,Current
LN-0000498,MBR-000132,Credit Card,11728.09,11.13,0,2020-04-19,Current
LN-0000499,MBR-001120,Student Loan,26759.23,9.13,120,2022-04-24,Delinquent
LN-0000500,MBR-001179,Mortgage,228301.2,5.1,360,2024-09-21,Current
LN-0000501,MBR-000665,mortgage,334078.46,5.81,360,2022-05-04,Current
LN-0000502,MBR-000911,Auto Loan,30513.37,5.23,36,2024-06-08,Paid Off
LN-0000503,MBR-000203,Personal Loan,9551.89,8.12,48,2023-09-06,Current
LN-0000504,MBR-000817,Personal Loan,19038.59,8.7,48,2021-12-13,Current
LN-0000505,MBR-000012,Auto Loan,30025.64,9.97,72,2023-12-15,Default
LN-0000506,MBR-000784,Personal Loan,8802.31,5.73,36,2021-05-24,Current
LN-0000507,MBR-000607,Auto Loan,53695.5,15.58,48,2023-12-08,Current
LN-0000508,MBR-000478,Credit Card,12398.44,16.08,0,2023-01-28,Current
LN-0000509,MBR-000611,Credit Card,4382.83,16.79,0,2018-09-06,Current
LN-0000510,MBR-001096,Auto Loan,64037.8,,60,2018-10-11,Current
LN-0000511,MBR-000136,Credit Card,7396.64,10.53,0,2019-07-07,Default
LN-0000512,MBR-000430,Personal Loan,15625.43,11.14,36,2021-07-25,Paid Off
LN-0000513,MBR-001008,Auto Loan,37038.05,17.76,60,2023-08-03,Current
LN-0000514,MBR-000690,Mortgage,312336.81,5.47,180,2022-11-06,Current
LN-0000515,MBR-000091,Credit Card,14556.98,8.63,0,2021-09-22,Current
LN-0000516,MBR-000640,Auto Loan,20959.39,11.67,72,2023-02-27,Current
LN-0000517,MBR-000233,Home Equity,24003.65,16.54,180,2020-12-30,Paid Off
LN-0000518,MBR-001026,Mortgage,347846.25,6.78,240,2023-10-31,Default
LN-0000519,MBR-001169,Personal Loan,6872.62,14.61,24,2022-10-25,Current
LN-0000520,MBR-000574,Auto Loan,31939.43,10.47,48,2019-02-09,Default
LN-0000521,MBR-000373,Credit Card,3597.73,17.52,0,2022-03-02,Current
LN-0000522,MBR-000185,Personal Loan,13015.67,7.78,24,2022-04-12,Delinquent
LN-0000523,MBR-001124,Mortgage,88659.32,4.89,180,2020-08-22,Current
LN-0000524,MBR-000923,Mortgage,429960.73,3.12,180,2019-12-03,Current
LN-0000525,MBR-000878,Personal Loan,7545.59,15.09,48,2018-08-16,Delinquent
LN-0000526,MBR-001190,Personal Loan,7227.76,12.59,48,2022-09-20,Current
LN-0000527,MBR-001116,Mortgage,333631.56,6.79,360,2020-05-10,Current
LN-0000528,MBR-000119,Mortgage,191924.98,5.29,360,2022-05-19,Current
LN-0000529,MBR-001049,Personal Loan,5928.71,3.83,24,2018-03-11,Delinquent
LN-0000530,MBR-000223,Auto Loan,61332.29,14.9,36,2021-09-28,Delinquent
LN-0000531,MBR-001162,Mortgage,279807.54,5.9,360,2019-02-07,Current
LN-0000532,MBR-001001,Auto Loan,30902.03,13.87,36,2019-05-01,Current
LN-0000533,MBR-001137,Auto Loan,39536.92,16.46,48,2021-01-30,Paid Off
LN-0000534,MBR-000623,Mortgage,248024.92,3.21,360,2021-07-19,Current
LN-0000535,MBR-001063,Credit Card,13042.95,17.95,0,2021-10-17,Current
LN-0000536,MBR-000208,Credit Card,12678.03,13.04,0,2019-02-15,Current
LN-0000537,MBR-000652,Personal Loan,22721.64,8.68,12,2023-11-20,Current
LN-0000538,MBR-000561,Home Equity,52821.15,4.15,120,2023-09-17,Current
LN-0000539,MBR-000990,Student Loan,53855.05,13.67,120,2020-07-18,Paid Off
LN-0000540,MBR-001098,Student Loan,13537.31,12.6,180,2023-12-27,Current
LN-0000541,MBR-000923,Mortgage,278958.93,6.93,180,2020-08-08,Current
LN-0000542,MBR-000874,Mortgage,177459.7,7.39,360,2021-04-16,Current
LN-0000543,MBR-000876,Student Loan,66080.26,4.46,120,2019-07-06,Current
LN-0000544,MBR-000427,Credit Card,5648.47,17.2,0,2023-01-30,Delinquent
LN-0000545,MBR-000900,Auto Loan,37015.51,17.45,48,2018-06-04,Current
LN-0000546,MBR-000624,Mortgage,448494.01,4.02,180,2021-05-14,Current
LN-0000547,MBR-000711,Mortgage,174087.11,4.11,240,2022-05-13,Current
LN-0000548,MBR-000788,Credit Card,10780.78,9.14,0,2021-11-15,Delinquent
LN-0000549,MBR-000998,Auto Loan,-61117.8,,36,2022-10-06,Current
LN-0000550,MBR-000340,Auto Loan,45871.05,9.37,36,2021-03-20,Paid Off
LN-0000551,MBR-000561,Home Equity,67191.54,16.4,180,2024-08-16,Current
LN-0000552,MBR-000590,Auto Loan,64784.76,12.08,48,2024-01-05,Current
LN-0000553,MBR-000059,Credit Card,6658.91,15.86,0,2018-05-02,Current
LN-0000554,MBR-000239,Mortgage,149784.82,4.7,240,2019-05-20,Current
LN-0000555,MBR-000160,Auto Loan,64850.77,14.33,48,2021-02-12,Current
LN-0000556,MBR-000263,Auto Loan,47840.06,6.69,36,2018-10-24,Paid Off
LN-0000557,MBR-000453,Credit Card,7579.22,12.45,0,2019-01-20,Current
LN-0000558,MBR-000624,Auto Loan,31005.51,7.48,36,2019-11-04,Current
LN-0000559,MBR-000810,Student Loan,37571.07,7.95,180,2018-08-04,Current
LN-0000560,MBR-000447,Auto Loan,41319.72,14.38,72,2021-10-03,Current
LN-0000561,MBR-000899,Personal Loan,22139.17,15.27,36,2024-10-25,Current
LN-0000562,MBR-001122,Personal Loan,24347.27,14.27,36,2021-11-07,Current
LN-0000563,MBR-000556,Credit Card,13917.71,7.21,0,2023-05-25,Current
LN-0000564,MBR-000616,Personal Loan,6788.81,6.88,36,2022-01-19,Current
LN-0000565,MBR-000988,Auto Loan,55279.14,5.66,36,2019-04-14,Current
LN-0000566,MBR-000649,Auto Loan,15638.75,13.48,60,2018-02-27,Current
LN-0000567,MBR-000871,Auto Loan,19076.19,13.63,60,2023-08-19,Current
LN-0000568,MBR-000499,Auto Loan,19749.43,4.72,36,2018-09-23,Current
LN-0000569,MBR-000213,Student Loan,6108.66,15.08,120,2024-02-26,Current
LN-0000570,MBR-000656,Personal Loan,4092.97,,12,2022-07-24,Current
LN-0000571,MBR-001185,Home Equity,47992.8,15.23,60,2022-03-05,Paid Off
LN-0000572,MBR-000069,Auto Loan,19128.55,6.18,72,2021-10-05,Paid Off
LN-0000573,MBR-000669,Student Loan,15357.91,7.68,120,2019-01-28,Current
LN-0000574,MBR-000212,Personal Loan,7146.27,14.21,24,2018-03-20,Current
LN-0000575,MBR-001064,Auto Loan,15733.96,5.48,36,2018-05-10,Paid Off
LN-0000576,MBR-000361,Auto Loan,29533.5,13.0,36,2018-07-09,Default
LN-0000577,MBR-000429,Auto Loan,13758.64,6.8,48,2022-01-29,Current
LN-0000578,MBR-000325,Auto Loan,42069.18,8.37,72,2021-03-06,Current
LN-0000579,MBR-000611,Mortgage,238432.81,3.02,240,2024-07-18,Current
LN-0000580,MBR-001195,Student Loan,23563.79,14.38,240,2023-04-24,Current
LN-0000581,MBR-001127,Mortgage,213393.58,5.8,180,2021-12-30,Current
LN-0000582,MBR-000786,Student Loan,35321.31,15.3,240,2018-09-29,Current
LN-0000583,MBR-000505,Credit Card,7908.01,12.48,0,2022-09-02,Current
LN-0000584,MBR-000511,Personal Loan,14958.52,8.88,36,2022-12-14,Delinquent
LN-0000585,MBR-000651,Home Equity,60638.62,11.64,180,2022-07-29,Current
LN-0000586,MBR-000695,Home Equity,35802.96,6.44,180,2022-05-10,Current
LN-0000587,MBR-000168,Auto Loan,34086.99,12.85,72,2020-03-15,Delinquent
LN-0000588,MBR-000587,Personal Loan,8884.57,14.36,24,2024-06-24,Current
LN-0000589,MBR-000607,Mortgage,298387.95,4.06,360,2024-02-16,Delinquent
LN-0000590,MBR-001025,Auto Loan,30438.13,14.83,48,2023-03-07,Current
LN-0000591,MBR-000268,Personal Loan,12316.73,5.91,12,2019-01-26,Current
LN-0000592,MBR-000040,Mortgage,131777.05,6.29,360,2020-05-01,Current
LN-0000593,MBR-000403,Mortgage,190204.58,6.48,240,2020-01-24,Current
LN-0000594,MBR-000337,Personal Loan,17860.75,8.49,48,2020-04-20,Paid Off
LN-0000595,MBR-001199,Credit Card,9035.15,16.54,0,2020-05-31,Current
LN-0000596,MBR-000225,Auto Loan,31575.85,16.71,60,2024-05-12,Current
LN-0000597,MBR-000844,Home Equity,89345.03,6.67,60,2024-09-23,Current
LN-0000598,MBR-001170,Auto Loan,30877.07,13.92,60,2024-07-24,Current
LN-0000599,MBR-000557,Auto Loan,60305.59,9.58,72,2020-04-20,Paid Off
LN-0000600,MBR-001154,Mortgage,335801.47,3.4,180,2018-10-19,Default
LN-0000601,MBR-000515,Student Loan,11835.57,9.31,180,2024-06-26,Delinquent
LN-0000602,MBR-000098,Credit Card,10014.28,16.88,0,2019-09-09,Current
LN-0000603,MBR-000244,Personal Loan,14062.99,3.98,12,2024-10-02,Current
LN-0000604,MBR-000411,Auto Loan,59033.17,17.05,60,2024-03-17,Current
LN-0000605,MBR-000153,Personal Loan,17688.61,11.7,12,2023-06-13,Default
LN-0000606,MBR-000783,Auto Loan,26463.75,10.47,36,2023-07-23,Current
LN-0000607,MBR-000634,Student Loan,-66268.5,17.95,180,2023-03-16,Delinquent
LN-0000608,MBR-000181,Auto Loan,14796.17,15.69,72,2021-05-10,Current
LN-0000609,MBR-000437,Student Loan,40732.76,10.9,180,2022-04-08,Current
LN-0000610,MBR-000164,Auto Loan,44317.67,7.87,36,2022-04-02,Current
LN-0000611,MBR-000311,Auto Loan,24185.66,4.19,48,2018-12-04,Paid Off
LN-0000612,MBR-000888,Student Loan,18915.96,4.46,240,2020-11-03,Delinquent
LN-0000613,MBR-001018,Home Equity,135611.86,3.53,180,2022-01-28,Current
LN-0000614,MBR-001196,Mortgage,340771.06,4.24,360,2022-01-10,Current
LN-0000615,MBR-000453,Student Loan,7296.91,5.04,240,2021-10-27,Current
LN-0000616,MBR-000749,Personal Loan,13116.78,16.35,24,2023-01-11,Current
LN-0000617,MBR-000741,Personal Loan,1621.37,9.05,12,2023-05-06,Current
LN-0000618,MBR-000563,Auto Loan,20681.49,17.81,72,2023-09-17,Current
LN-0000619,MBR-001049,Personal Loan,20392.64,16.22,12,2022-08-14,Current
LN-0000620,MBR-000206,Personal Loan,13871.17,3.61,48,2019-11-22,Current
LN-0000621,MBR-000331,Auto Loan,-16141.04,5.65,48,2024-03-27,Current
LN-0000622,MBR-000319,Mortgage,212428.87,5.73,360,2021-05-02,Current
LN-0000623,MBR-000549,Personal Loan,20260.81,,12,2019-04-18,Paid Off
LN-0000624,MBR-000644,Auto Loan,63129.38,17.18,48,2019-11-06,Delinquent
LN-0000625,MBR-000895,Auto Loan,44454.73,17.07,60,2023-06-28,Current
LN-0000626,MBR-000060,Auto Loan,38805.62,15.85,36,2021-05-14,Current
LN-0000627,MBR-000497,Personal Loan,15718.35,16.14,24,2023-09-23,Delinquent
LN-0000628,MBR-001139,Personal Loan,11899.17,14.13,24,2024-03-05,Current
LN-0000629,MBR-000458,Auto Loan,20654.74,8.49,36,2020-07-20,Current
LN-0000630,MBR-000455,Credit Card,9498.19,16.62,0,2020-10-23,Paid Off
