payment_id,loan_id,due_date,payment_date,expected_amount,actual_amount,payment_status
PMT-00000343,LN-0001208,2023-04-07,2023-04-05,1557.8,1557.8,On Time
PMT-00000344,LN-0002592,2022-05-13,,34.45,0.0,Missed
PMT-00000345,LN-0000802,2023-12-15,2023-12-15,321.86,321.86,On Time
PMT-00000346,LN-0001067,2023-03-09,2023-03-09,814.41,814.41,On Time
PMT-00000347,LN-0000682,2023-10-25,2023-10-23,849.56,849.56,On Time
PMT-00000348,LN-0000577,2025-10-12,2025-10-10,286.64,286.64,On Time
PMT-00000349,LN-0002642,2025-04-27,,2545.43,0.0,Missed
PMT-00000350,LN-0000171,2022-12-22,2022-12-31,302.05,229.17,Partial
PMT-00000351,LN-0001711,2025-03-19,2025-04-02,951.01,749.45,Partial
PMT-00000352,LN-0000721,2024-01-27,2024-01-31,735.53,410.54,Partial
PMT-00000353,LN-0001020,2024-05-06,2024-05-02,466.88,466.88,On Time
PMT-00000354,LN-0001777,2022-08-16,2022-09-12,224.09,224.09,Late
PMT-00000355,LN-0001582,2022-06-17,2022-06-15,117.17,117.17,On Time
PMT-00000356,LN-0000988,2023-04-09,2023-04-04,500.79,500.79,On Time
PMT-00000357,LN-0000971,2024-02-23,2024-02-19,5000.0,5000.0,On Time
PMT-00000358,LN-0000017,2024-05-05,2024-05-02,469.51,469.51,On Time
PMT-00000359,LN-0000714,2022-08-10,2022-08-09,812.38,812.38,On Time
PMT-00000360,LN-0000002,2025-09-19,2025-10-29,1216.84,1216.84,Late
PMT-00000361,LN-0002434,2024-05-22,2024-05-18,1612.77,1612.77,On Time
PMT-00000362,LN-0002272,2024-05-30,2024-05-26,657.67,657.67,On Time
PMT-00000363,LN-0000434,2025-08-13,2025-08-11,963.94,963.94,On Time
PMT-00000364,LN-0001853,2023-10-05,2023-11-10,470.99,470.99,Late
PMT-00000365,LN-0001059,2022-01-30,,634.18,0.0,Missed
PMT-00000366,LN-0000590,2025-07-31,2025-07-27,634.13,634.13,On Time
PMT-00000367,LN-0001372,2023-10-31,2023-11-17,471.21,471.21,Late
PMT-00000368,LN-0000460,2023-08-28,2023-10-02,234.91,234.91,Late
PMT-00000369,LN-0001114,2022-04-11,2022-04-09,270.72,270.72,On Time
PMT-00000370,LN-0001378,2023-07-31,2023-07-29,403.69,403.69,On Time
PMT-00000371,LN-0002384,2023-08-26,2023-08-22,3287.57,3287.57,On Time
PMT-00000372,LN-0000254,2025-06-16,2025-06-12,708.39,708.39,On Time
PMT-00000373,LN-0000894,2024-11-09,2024-11-06,901.77,901.77,On Time
PMT-00000374,LN-0000763,2023-01-24,2023-01-20,156.4,156.4,On Time
PMT-00000375,LN-0001752,2024-09-22,2024-09-19,286.19,286.19,On Time
PMT-00000376,LN-0002799,2025-10-06,2025-10-05,5000.0,5000.0,On Time
PMT-00000377,LN-0001910,2024-04-18,2024-04-15,721.48,721.48,On Time
PMT-00000378,LN-0002694,2025-03-24,2025-03-21,5000.0,5000.0,On Time
PMT-00000379,LN-0001105,2023-04-10,2023-04-08,5000.0,5000.0,On Time
PMT-00000380,LN-0002059,2024-10-15,2024-10-13,440.1,440.1,On Time
PMT-00000381,LN-0001791,2024-01-30,,1236.77,0.0,Missed
PMT-00000382,LN-0001364,2023-12-12,2023-12-21,393.88,221.87,Partial
PMT-00000383,LN-0002328,2024-12-03,2024-12-02,5000.0,5000.0,On Time
PMT-00000384,LN-0001080,2025-01-07,2025-01-02,5000.0,5000.0,On Time
PMT-00000385,LN-0000617,2024-12-02,2024-12-02,135.11,135.11,On Time
PMT-00000386,LN-0002378,2023-02-23,2023-04-04,238.41,238.41,Late
PMT-00000387,LN-0001279,2025-03-05,2025-03-22,380.94,380.94,Late
PMT-00000388,LN-0001034,2023-09-27,2023-09-30,237.08,237.08,Late
PMT-00000389,LN-0001595,2022-10-29,2022-10-25,1419.71,1419.71,On Time
PMT-00000390,LN-0002026,2023-06-20,2023-06-15,438.7,438.7,On Time
PMT-00000391,LN-0002744,2024-09-20,2024-10-20,1825.94,1825.94,Late
PMT-00000392,LN-0000824,2024-01-25,2024-01-23,202.51,202.51,On Time
PMT-00000393,LN-0000949,2022-04-13,2022-04-25,204.27,137.6,Partial
PMT-00000394,LN-0001313,2022-06-07,2022-06-08,559.4,559.4,Late
PMT-00000395,LN-0002686,2023-12-26,2024-01-02,572.36,572.36,Late
PMT-00000396,LN-0001998,2022-12-14,,1188.18,0.0,Missed
PMT-00000397,LN-0001672,2022-07-30,2022-07-25,4903.08,4903.08,On Time
PMT-00000398,LN-0000257,2024-10-19,2024-10-15,143.86,143.86,On Time
PMT-00000399,LN-0002407,2022-10-21,,5000.0,0.0,Missed
PMT-00000400,LN-0002533,2022-02-28,2022-02-27,1867.91,1867.91,On Time
PMT-00000401,LN-0000384,2023-09-15,2023-09-15,566.16,566.16,On Time
PMT-00000402,LN-0002527,2025-03-17,2025-03-14,281.98,281.98,On Time
PMT-00000403,LN-0000986,2024-09-13,2024-09-13,116.97,116.97,On Time
PMT-00000404,LN-0002026,2023-12-08,2023-12-05,438.7,438.7,On Time
PMT-00000405,LN-0001160,2023-08-04,2023-08-02,414.83,414.83,On Time
PMT-00000406,LN-0001007,2025-07-23,2025-07-20,847.25,847.25,On Time
PMT-00000407,LN-0001404,2022-05-16,2022-05-11,474.52,474.52,On Time
PMT-00000408,LN-0000819,2022-04-19,2022-04-16,235.52,235.52,On Time
PMT-00000409,LN-0001730,2022-04-11,2022-04-08,5000.0,5000.0,On Time
PMT-00000410,LN-0002383,2022-03-26,2022-03-26,109.72,109.72,On Time
PMT-00000411,LN-0001191,2022-09-01,2022-09-05,5000.0,3048.55,Partial
PMT-00000412,LN-0002669,2023-04-24,2023-04-23,708.33,442.85,Partial
PMT-00000413,LN-0001860,2022-08-16,2022-08-12,153.03,153.03,On Time
PMT-00000414,LN-0002177,2022-11-23,2022-11-21,258.14,258.14,On Time
PMT-00000415,LN-0002725,2023-01-21,2023-01-17,699.8,699.8,On Time
PMT-00000416,LN-0001890,2025-07-24,2025-08-01,259.2,259.2,Late
PMT-00000417,LN-0000112,2025-01-19,2025-01-23,145.08,145.08,Late
PMT-00000418,LN-0002219,2025-02-14,2025-02-12,2019.99,2019.99,On Time
PMT-00000419,LN-0000026,2025-10-15,2025-10-15,822.19,822.19,On Time
PMT-00000420,LN-0001297,2023-05-07,2023-06-04,77.47,77.47,Late
PMT-00000421,LN-0000285,2025-05-25,2025-06-07,607.29,607.29,Late
PMT-00000422,LN-0001849,2023-01-14,2023-01-10,1618.24,1618.24,On Time
PMT-00000423,LN-0001607,2022-11-29,2022-11-24,718.16,718.16,On Time
PMT-00000424,LN-0001075,2025-06-29,2025-06-25,1051.5,1051.5,On Time
PMT-00000425,LN-0002552,2022-06-04,2022-05-30,528.55,528.55,On Time
PMT-00000426,LN-0000097,2025-09-03,2025-09-03,2017.68,2017.68,On Time
PMT-00000427,LN-0002135,2024-02-10,2024-02-09,2160.3,2160.3,On Time
PMT-00000428,LN-0002619,2022-07-03,2022-07-03,651.12,651.12,On Time
PMT-00000429,LN-0002129,2023-01-13,2023-01-10,153.37,153.37,On Time
PMT-00000430,LN-0001211,2025-01-11,2025-01-23,813.39,813.39,Late
PMT-00000431,LN-0001603,2024-12-03,2024-12-03,147.16,147.16,On Time
PMT-00000432,LN-0001484,2025-01-26,2025-01-23,383.12,383.12,On Time
PMT-00000433,LN-0000007,2025-10-24,2025-11-02,356.28,281.18,Partial
PMT-00000434,LN-0001263,2025-02-01,,607.54,0.0,Missed
PMT-00000435,LN-0001830,2023-07-10,2023-07-05,374.42,374.42,On Time
PMT-00000436,LN-0002251,2024-08-12,2024-08-08,871.7,871.7,On Time
PMT-00000437,LN-0002670,2024-07-14,2024-07-13,134.05,134.05,On Time
PMT-00000438,LN-0001029,2025-07-08,2025-07-07,1016.1,1016.1,On Time
PMT-00000439,LN-0000856,2022-12-27,2022-12-24,1046.91,1046.91,On Time
PMT-00000440,LN-0002622,2024-09-23,2024-09-18,739.75,739.75,On Time
PMT-00000441,LN-0002448,2024-07-18,2024-07-15,478.22,478.22,On Time
PMT-00000442,LN-0001464,2022-08-23,2022-08-19,901.23,901.23,On Time
PMT-00000443,LN-0002023,2025-05-28,2025-05-28,331.21,331.21,On Time
PMT-00000444,LN-0000095,2023-01-06,2023-01-01,1209.31,1209.31,On Time
PMT-00000445,LN-0002182,2025-06-29,2025-06-24,383.27,383.27,On Time
PMT-00000446,LN-0001712,2022-11-25,2022-11-21,905.61,905.61,On Time
PMT-00000447,LN-0001424,2025-02-24,2025-02-23,214.72,214.72,On Time
PMT-00000448,LN-0001436,2024-03-25,2024-03-24,923.05,923.05,On Time
PMT-00000449,LN-0001336,2025-05-10,2025-05-10,949.25,949.25,On Time
PMT-00000450,LN-0000308,2023-09-04,2023-08-31,5000.0,5000.0,On Time
PMT-00000451,LN-0000803,2024-07-14,2024-07-26,991.79,991.79,Late
PMT-00000452,LN-0001197,2024-11-06,2024-11-04,372.92,372.92,On Time
PMT-00000453,LN-0001790,2024-05-05,2024-05-05,711.23,711.23,On Time
PMT-00000454,LN-0000019,2023-10-21,2023-10-19,295.3,295.3,On Time
PMT-00000455,LN-0000215,2024-03-22,2024-03-22,847.7,847.7,On Time
PMT-00000456,LN-0001148,2023-11-22,2023-11-19,504.78,-504.78,On Time
PMT-00000457,LN-0002525,2022-10-09,,1101.92,0.0,Missed
PMT-00000458,LN-0001870,2022-01-06,2022-01-02,1672.52,1672.52,On Time
PMT-00000459,LN-0002501,2024-10-20,2024-10-15,341.86,341.86,On Time
PMT-00000460,LN-0001227,2024-03-24,2024-03-19,1284.72,1284.72,On Time
PMT-00000461,LN-0000903,2024-11-04,2024-11-16,464.49,464.49,Late
PMT-00000462,LN-0001212,2022-07-29,2022-07-27,365.86,365.86,On Time
PMT-00000463,LN-0002580,2025-08-02,2025-08-02,84.39,84.39,On Time
PMT-00000464,LN-0000716,2022-08-14,2022-08-10,463.15,463.15,On Time
PMT-00000465,LN-0002753,2023-07-31,2023-07-29,5000.0,5000.0,On Time
PMT-00000466,LN-0000551,2024-10-05,2024-10-02,373.29,373.29,On Time
PMT-00000467,LN-0001203,2024-11-13,2024-11-12,283.52,283.52,On Time
PMT-00000468,LN-0001291,2025-10-04,2025-10-04,825.83,825.83,On Time
PMT-00000469,LN-0001515,2025-02-21,2025-02-21,5000.0,5000.0,On Time
PMT-00000470,LN-0002589,2023-04-10,2023-04-10,467.54,467.54,On Time
PMT-00000471,LN-0002470,2025-10-29,2025-10-24,187.36,187.36,On Time
PMT-00000472,LN-0001427,2025-08-14,2025-09-05,69.67,69.67,Late
PMT-00000473,LN-0001940,2025-08-28,2025-09-03,1145.87,-1145.87,Late
PMT-00000474,LN-0000181,2022-05-15,2022-05-13,304.85,304.85,On Time
PMT-00000475,LN-0001874,2023-05-26,2023-06-03,548.78,548.78,Late
PMT-00000476,LN-0001734,2023-05-05,2023-04-30,244.81,244.81,On Time
PMT-00000477,LN-0000395,2022-04-21,2022-04-16,127.35,127.35,On Time
PMT-00000478,LN-0001320,2025-05-24,2025-07-04,1244.53,1244.53,Late
PMT-00000479,LN-0001853,2025-08-21,2025-08-30,470.99,111.6,Partial
PMT-00000480,LN-0002130,2023-03-02,2023-03-02,2846.11,2846.11,On Time
PMT-00000481,LN-0001117,2022-12-11,2022-12-11,751.43,751.43,On Time
PMT-00000482,LN-0002085,2023-08-26,2023-09-28,73.09,73.09,Late
PMT-00000483,LN-0001668,2023-10-19,2023-10-14,277.13,277.13,On Time
PMT-00000484,LN-0000713,2023-10-27,2023-10-27,690.49,690.49,On Time
PMT-00000485,LN-0000495,2025-05-26,2025-05-22,1970.72,1970.72,On Time
PMT-00000486,LN-0001909,2022-01-05,2022-01-15,420.41,299.72,Partial
PMT-00000487,LN-0002793,2024-04-03,2024-04-03,477.64,477.64,On Time
PMT-00000488,LN-0000866,2024-01-18,2024-01-29,470.91,470.91,Late
PMT-00000489,LN-0002280,2023-02-24,2023-02-23,339.33,339.33,On Time
PMT-00000490,LN-0001475,2025-04-19,,647.66,0.0,Missed
PMT-00000491,LN-0001897,2022-05-07,2022-06-14,436.82,436.82,Late
PMT-00000492,LN-0000559,2024-05-01,2024-05-01,208.73,208.73,On Time
PMT-00000493,LN-0002308,2025-10-09,2025-10-26,1686.56,1686.56,Late
PMT-00000494,LN-0000086,2024-12-08,2025-01-09,1304.71,1304.71,Late
PMT-00000495,LN-0000696,2023-04-07,2023-04-02,133.18,133.18,On Time
PMT-00000496,LN-0002556,2023-06-15,2023-06-14,1322.06,1322.06,On Time
PMT-00000497,LN-0000450,2023-11-16,2023-11-22,5000.0,2408.01,Partial
PMT-00000498,LN-0002304,2023-12-10,2023-12-14,36.55,21.79,Partial
PMT-00000499,LN-0002097,2023-07-05,2023-06-30,1897.02,1897.02,On Time
PMT-00000500,LN-0001940,2024-12-18,2024-12-13,1145.87,1145.87,On Time
PMT-00000501,LN-0002580,2025-09-18,2025-11-01,84.39,84.39,Late
PMT-00000502,LN-0000958,2024-08-27,2024-08-27,324.84,324.84,On Time
PMT-00000503,LN-0000385,2023-06-29,2023-06-26,5000.0,5000.0,On Time
PMT-00000504,LN-0000052,2025-10-02,2025-09-27,5000.0,5000.0,On Time
PMT-00000505,LN-0002465,2024-05-02,2024-05-02,809.88,809.88,On Time
PMT-00000506,LN-0002525,2025-08-15,2025-08-14,1101.92,1101.92,On Time
PMT-00000507,LN-0000706,2022-12-20,2023-01-22,5000.0,5000.0,Late
PMT-00000508,LN-0000222,2023-09-18,2023-09-15,983.65,983.65,On Time
PMT-00000509,LN-0001303,2022-08-18,2022-08-17,5000.0,5000.0,On Time
PMT-00000510,LN-0000402,2024-04-30,,43.66,0.0,Missed
PMT-00000511,LN-0000141,2023-08-19,2023-08-27,450.88,271.06,Partial
PMT-00000512,LN-0000061,2025-07-18,2025-07-15,502.6,502.6,On Time
PMT-00000513,LN-0000400,2024-10-18,2024-10-13,1745.95,1745.95,On Time
PMT-00000514,LN-0000915,2025-07-07,2025-07-23,1660.55,1660.55,Late
PMT-00000515,LN-0000859,2023-06-12,2023-06-07,1238.57,1238.57,On Time
PMT-00000516,LN-0001938,2025-03-21,2025-03-21,612.39,612.39,On Time
PMT-00000517,LN-0000915,2023-04-02,2023-03-30,1660.55,1660.55,On Time
PMT-00000518,LN-0002052,2022-12-01,2022-12-05,496.96,496.96,Late
PMT-00000519,LN-0000639,2025-06-09,2025-06-20,759.41,465.77,Partial
PMT-00000520,LN-0001655,2022-12-26,2022-12-24,4513.21,-4513.21,On Time
PMT-00000521,LN-0000220,2024-05-04,2024-05-03,5000.0,5000.0,On Time
PMT-00000522,LN-0000544,2023-07-03,2023-07-03,5000.0,5000.0,On Time
PMT-00000523,LN-0002608,2025-07-26,2025-07-22,977.88,977.88,On Time
PMT-00000524,LN-0000524,2022-08-27,2022-09-12,2388.67,2388.67,Late
PMT-00000525,LN-0002593,2022-07-25,2022-07-22,519.29,519.29,On Time
PMT-00000526,LN-0002220,2025-04-02,2025-04-01,1339.25,1339.25,On Time
PMT-00000527,LN-0002158,2023-08-08,2023-08-07,5000.0,5000.0,On Time
PMT-00000528,LN-0001113,2025-10-01,,191.5,0.0,Missed
PMT-00000529,LN-0001799,2022-10-16,2022-10-14,1366.42,1366.42,On Time
PMT-00000530,LN-0000226,2023-08-15,2023-08-12,4317.81,4317.81,On Time
PMT-00000531,LN-0001835,2024-01-09,2024-01-08,269.79,-269.79,On Time
PMT-00000532,LN-0001077,2024-02-26,2024-02-23,753.34,753.34,On Time
PMT-00000533,LN-0001488,2024-09-20,2024-09-15,1493.73,1493.73,On Time
PMT-00000534,LN-0000656,2023-10-12,2023-10-11,451.62,451.62,On Time
PMT-00000535,LN-0001614,2023-09-03,2023-08-29,1718.51,1718.51,On Time
PMT-00000536,LN-0000102,2023-05-28,2023-05-23,263.21,263.21,On Time
PMT-00000537,LN-0000636,2022-06-06,2022-06-05,545.31,545.31,On Time
PMT-00000538,LN-0002496,2025-06-18,2025-07-02,23.01,9.3,Partial
PMT-00000539,LN-0001987,2024-09-17,,1512.76,0.0,Missed
PMT-00000540,LN-0001808,2022-09-07,2022-09-09,5000.0,1754.08,Partial
PMT-00000541,LN-0001300,2022-01-04,2022-02-07,2435.4,2435.4,Late
PMT-00000542,LN-0000402,2023-01-17,2023-01-13,43.66,43.66,On Time
PMT-00000543,LN-0001865,2022-10-27,2022-10-24,196.55,196.55,On Time
PMT-00000544,LN-0001416,2023-03-20,,448.39,0.0,Missed
PMT-00000545,LN-0001760,2023-04-29,2023-04-28,172.98,172.98,On Time
PMT-00000546,LN-0002720,2025-07-08,2025-07-06,1864.04,1864.04,On Time
PMT-00000547,LN-0001528,2022-11-23,2022-11-18,1431.06,1431.06,On Time
PMT-00000548,LN-0000775,2025-08-04,2025-08-01,283.68,283.68,On Time
PMT-00000549,LN-0000735,2024-04-30,2024-04-30,799.99,236.37,Partial
PMT-00000550,LN-0001514,2022-07-24,2022-08-29,254.01,254.01,Late
PMT-00000551,LN-0002310,2025-03-30,2025-03-30,59.74,59.74,On Time
PMT-00000552,LN-0000409,2025-05-17,2025-05-29,900.32,900.32,Late
PMT-00000553,LN-0002295,2023-04-27,2023-04-27,647.45,647.45,ON TIME
PMT-00000554,LN-0000822,2025-09-09,,3282.18,0.0,Missed
PMT-00000555,LN-0001308,2023-11-27,2023-11-24,5000.0,5000.0,On Time
PMT-00000556,LN-0002774,2024-07-18,2024-08-26,493.53,493.53,Late
PMT-00000557,LN-0001108,2022-04-14,,277.68,0.0,Missed
PMT-00000558,LN-0000884,2023-01-15,2023-01-12,1781.38,1781.38,On Time
PMT-00000559,LN-0000131,2022-02-20,2022-02-15,434.16,434.16,On Time
PMT-00000560,LN-0001883,2023-04-06,2023-04-02,303.32,303.32,On Time
PMT-00000561,LN-0000932,2022-01-08,2022-02-19,243.7,243.7,Late
PMT-00000562,LN-0000700,2023-09-19,2023-09-18,1278.37,1278.37,On Time
PMT-00000563,LN-0000117,2024-09-22,2024-09-18,3262.16,3262.16,On Time
PMT-00000564,LN-0001499,2024-10-12,2024-10-11,420.87,420.87,On Time
PMT-00000565,LN-0002459,2022-06-09,2022-06-06,1594.8,1594.8,On Time
PMT-00000566,LN-0002061,2025-09-11,2025-09-07,579.22,579.22,On Time
PMT-00000567,LN-0002554,2024-01-08,2024-01-03,660.08,660.08,On Time
PMT-00000568,LN-0002575,2022-06-07,2022-06-06,192.15,192.15,On Time
PMT-00000569,LN-0002317,2024-08-07,2024-08-06,1288.58,1288.58,On Time
PMT-00000570,LN-0001468,2022-04-26,2022-04-25,823.68,599.26,Partial
PMT-00000571,LN-0000086,2022-10-22,2022-10-20,1304.71,1304.71,On Time
PMT-00000572,LN-0000518,2023-04-01,2023-03-28,1449.36,1449.36,On Time
PMT-00000573,LN-0000378,2022-02-20,2022-03-02,1019.83,215.8,Partial
PMT-00000574,LN-0001429,2024-08-23,,1240.38,0.0,Missed
PMT-00000575,LN-0001945,2025-08-09,2025-08-06,475.92,475.92,On Time
PMT-00000576,LN-0002617,2022-07-06,2022-08-10,142.92,142.92,Late
PMT-00000577,LN-0002060,2022-06-02,,93.04,0.0,Missed
PMT-00000578,LN-0000723,2022-08-08,2022-08-03,1112.78,1112.78,On Time
PMT-00000579,LN-0000794,2024-08-29,2024-08-30,5000.0,1990.61,Partial
PMT-00000580,LN-0002136,2022-03-06,2022-03-20,1582.98,1582.98,Late
PMT-00000581,LN-0000216,2022-11-12,2022-11-08,1153.36,1153.36,On Time
PMT-00000582,LN-0001572,2024-07-19,2024-08-24,5000.0,5000.0,Late
PMT-00000583,LN-0001436,2022-11-24,,923.05,0.0,Missed
PMT-00000584,LN-0001153,2024-03-16,2024-03-16,449.82,449.82,On Time
PMT-00000585,LN-0000912,2022-06-07,2022-06-02,154.5,154.5,On Time
PMT-00000586,LN-0002438,2022-04-20,2022-04-17,990.9,990.9,On Time
PMT-00000587,LN-0001156,2022-11-21,,4628.78,0.0,Missed
PMT-00000588,LN-0001048,2024-06-13,2024-06-11,567.24,567.24,On Time
PMT-00000589,LN-0001677,2024-09-13,2024-09-11,1362.29,1362.29,On Time
PMT-00000590,LN-0000049,2023-07-23,2023-08-14,397.4,397.4,Late
PMT-00000591,LN-0001206,2022-12-16,2023-01-09,452.97,452.97,Late
PMT-00000592,LN-0000604,2024-01-21,2024-01-19,983.89,983.89,On Time
PMT-00000593,LN-0000940,2024-09-14,2024-09-14,209.19,209.19,On Time
PMT-00000594,LN-0002650,2023-01-23,2023-01-22,850.85,850.85,On Time
PMT-00000595,LN-0000910,2022-05-22,2022-05-17,5000.0,5000.0,On Time
PMT-00000596,LN-0001406,2023-04-26,,1175.93,0.0,Missed
PMT-00000597,LN-0000377,2022-07-16,2022-08-26,1013.79,1013.79,Late
PMT-00000598,LN-0001147,2023-01-11,2023-01-06,277.37,277.37,On Time
PMT-00000599,LN-0001070,2023-03-14,,5000.0,0.0,Missed
PMT-00000600,LN-0000250,2024-12-10,2024-12-09,462.14,462.14,On Time
PMT-00000601,LN-0000987,2023-11-25,2023-11-25,179.93,179.93,On Time
PMT-00000602,LN-0002059,2025-08-13,2025-08-19,440.1,147.28,Partial
PMT-00000603,LN-0001837,2024-02-04,2024-03-04,440.05,440.05,Late
PMT-00000604,LN-0001979,2023-06-17,2023-06-17,901.3,901.3,On Time
PMT-00000605,LN-0002380,2025-08-20,2025-08-27,465.33,297.22,Partial
PMT-00000606,LN-0001956,2023-10-31,2023-10-28,4449.54,4449.54,On Time
PMT-00000607,LN-0002753,2024-12-17,2024-12-17,5000.0,5000.0,On Time
PMT-00000608,LN-0002626,2024-06-01,,710.63,0.0,Missed
PMT-00000609,LN-0001301,2023-04-22,2023-04-21,1696.97,1696.97,On Time
PMT-00000610,LN-0002226,2024-04-07,2024-04-13,38.95,20.0,Partial
PMT-00000611,LN-0002468,2023-04-01,2023-04-12,1362.92,1362.92,Late
PMT-00000612,LN-0000291,2025-08-15,2025-09-21,5000.0,5000.0,Late
PMT-00000613,LN-0001378,2022-12-17,2022-12-12,403.69,-403.69,On Time
PMT-00000614,LN-0000602,2025-06-29,2025-07-09,5000.0,2104.46,Partial
PMT-00000615,LN-0002292,2024-09-22,2024-09-17,5000.0,5000.0,On Time
PMT-00000616,LN-0000171,2025-02-26,2025-03-23,302.05,302.05,Late
PMT-00000617,LN-0000083,2022-05-14,2022-05-12,655.71,655.71,On Time
PMT-00000618,LN-0002547,2024-09-14,2024-09-13,698.03,698.03,On Time
PMT-00000619,LN-0000291,2025-09-09,2025-09-07,5000.0,5000.0,On Time
PMT-00000620,LN-0000059,2024-03-04,2024-03-04,502.52,502.52,On Time
PMT-00000621,LN-0002148,2025-04-26,2025-04-21,960.35,960.35,On Time
PMT-00000622,LN-0000777,2022-03-11,2022-04-12,943.12,943.12,Late
PMT-00000623,LN-0002167,2023-06-26,2023-06-24,933.49,933.49,On Time
PMT-00000624,LN-0001951,2023-04-25,2023-04-25,533.44,533.44,On Time
PMT-00000625,LN-0002340,2022-10-21,2022-10-20,906.27,906.27,On Time
PMT-00000626,LN-0000194,2022-06-22,2022-06-20,963.49,963.49,On Time
PMT-00000627,LN-0001813,2024-08-21,2024-08-16,981.5,981.5,On Time
PMT-00000628,LN-0000259,2024-11-17,2024-11-14,960.36,960.36,On Time
PMT-00000629,LN-0001632,2024-02-20,2024-02-25,330.63,330.63,Late
PMT-00000630,LN-0000014,2024-12-14,,236.94,0.0,Missed
PMT-00000631,LN-0000168,2022-01-14,2022-01-09,424.96,424.96,On Time
PMT-00000632,LN-0000576,2022-09-29,2022-10-10,820.38,820.38,Late
PMT-00000633,LN-0000894,2025-06-11,2025-06-06,901.77,901.77,On Time
PMT-00000634,LN-0000314,2025-01-23,,859.61,0.0,Missed
PMT-00000635,LN-0001101,2025-04-19,2025-04-17,504.11,504.11,On Time
PMT-00000636,LN-0002123,2024-09-03,,673.94,0.0,Missed
PMT-00000637,LN-0001154,2025-06-11,2025-06-06,357.81,357.81,On Time
PMT-00000638,LN-0001744,2023-04-15,,148.67,0.0,Missed
PMT-00000639,LN-0001487,2022-08-18,2022-08-15,682.2,682.2,On Time
PMT-00000640,LN-0002417,2023-11-06,2023-11-04,282.65,282.65,On Time
PMT-00000641,LN-0000445,2022-05-09,,5000.0,0.0,Missed
PMT-00000642,LN-0000639,2023-11-01,2023-10-29,759.41,759.41,On Time
PMT-00000643,LN-0001295,2023-11-01,2023-10-28,224.59,224.59,On Time
PMT-00000644,LN-0000642,2022-06-21,,1892.98,0.0,Missed
PMT-00000645,LN-0001334,2023-06-24,2023-06-28,688.8,688.8,Late
PMT-00000646,LN-0001415,2025-06-19,,1186.25,0.0,Missed
PMT-00000647,LN-0000699,2023-08-26,2023-08-23,5000.0,5000.0,On Time
PMT-00000648,LN-0000882,2023-05-17,2023-05-18,275.03,84.62,Partial
PMT-00000649,LN-0001178,2024-10-27,2024-10-22,827.48,827.48,On Time
PMT-00000650,LN-0000630,2022-01-05,2022-01-03,5000.0,5000.0,On Time
PMT-00000651,LN-0002612,2022-09-24,2022-09-19,273.96,273.96,On Time
PMT-00000652,LN-0001743,2024-08-04,2024-08-03,49.54,49.54,On Time
PMT-00000653,LN-0002004,2025-02-09,2025-02-05,678.34,678.34,On Time
PMT-00000654,LN-0001226,2025-06-07,2025-06-02,5000.0,5000.0,On Time
PMT-00000655,LN-0001710,2024-03-12,,287.78,0.0,Missed
PMT-00000656,LN-0002326,2024-02-14,2024-02-10,5000.0,5000.0,On Time
PMT-00000657,LN-0001779,2025-08-25,2025-08-24,1172.18,1172.18,On Time
PMT-00000658,LN-0002611,2022-03-27,2022-03-27,802.15,802.15,On Time
PMT-00000659,LN-0001220,2025-05-04,2025-05-01,77.67,77.67,On Time
PMT-00000660,LN-0002614,2024-10-25,,338.61,0.0,Missed
PMT-00000661,LN-0001410,2024-08-16,2024-08-11,876.33,876.33,On Time
PMT-00000662,LN-0002594,2024-07-11,2024-07-07,180.13,180.13,On Time
PMT-00000663,LN-0002384,2023-03-10,2023-03-22,3287.57,3287.57,Late
PMT-00000664,LN-0000881,2022-10-27,2022-11-08,730.32,486.47,Partial
PMT-00000665,LN-0001313,2023-06-11,2023-07-16,559.4,559.4,Late
PMT-00000666,LN-0001250,2025-05-01,2025-05-20,5000.0,5000.0,Late
PMT-00000667,LN-0001404,2025-07-10,2025-07-05,474.52,474.52,On Time
PMT-00000668,LN-0000115,2022-11-15,2022-12-05,324.22,324.22,Late
PMT-00000669,LN-0002308,2023-08-25,2023-08-21,1686.56,1686.56,On Time
PMT-00000670,LN-0000881,2022-10-07,2022-10-15,730.32,280.0,Partial
